product_name,size,description,image,store_id,price,unit_price,is_special,special_type,special_buy_quantity,special_buy_price
Assorted Chopping Boards,Unknown,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/c655cafb-3e21-4744-83a0-e3866dffa457/Assorted%20Chopping%20Boards,1,9.99,,False,,,
Fresh Dry White Cask 4L,4L,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/a5e2f2a3-26b1-4dc9-86c2-17cdb28db053/Fresh%20Dry%20White%20Cask%204L,1,9.49,,False,,,
Lemon Soft Drink 1.25L,1.25L,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/e8a6ad33-931b-46c3-8271-3e9f4a94a3df/Lemon%20Soft%20Drink%201.25L,1,1.09,$0.87/1l,False,,,
Berry Bears Gummies 35g,35g,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/56a4e78e-8d4f-48f4-aab7-4d263112a25e/Berry%20Bears%20Gummies%2035g,1,1.79,$5.11/100g,False,,,
Sauvignon Blanc Semillon 750ml,750ml,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/8d241f0d-9fbe-486f-a446-7c4cf6452e62/Sauvignon%20Blanc%20Semillon%20750ml,1,8.99,,False,,,
BBQ Pork Scotch Fillet Steak Honey & Pepper 400g,400g,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/3e8c62c1-6e99-4486-a283-52a4208e215d/BBQ%20Pork%20Scotch%20Fillet%20Steak%20Honey%20%20Pepper%20400g,1,8.99,$22.48/1kg,False,,,
Fruit & Nut Chocolate Block 200g,200g,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/b3ba9cd3-9998-4eeb-b7d0-23f389929637/Fruit%20%20Nut%20Chocolate%20Block%20200g,1,4.99,$2.50/100g,False,,,
Cabernet Sauvignon 750ml,750ml,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/bb2d6e3a-1ad2-4d32-b3be-e143e28886c3/Cabernet%20Sauvignon%20750ml,1,5.99,,False,,,
Dark Salty Fudge Almond Choco Changer Chococolate Block 150g,150g,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/aa79c01f-8817-4097-80f5-753cefcbd791/Dark%20Salty%20Fudge%20Almond%20Choco%20Changer%20Chococolate%20Block%20150g,1,4.99,$3.33/100g,False,,,
Soda Water 1.25L,1.25L,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/afe4ca54-ac9e-4d28-b11b-2cf5f578b3fc/Soda%20Water%201.25L,1,1.09,$0.87/1l,False,,,
Homestyle Pumpkin with Croutons Soup in a Cup 2 Pack 60g,60g,,https://dm.apac.cms.aldi.cx/is/image/aldiprodapac/product/jpg/scaleWidth/232/5c3d6a86-f116-4f01-9019-1e16797c1046/Homestyle%20Pumpkin%20with%20Croutons%20Soup%20in%20a%20Cup%202%20Pack%2060g,1,0.99,$1.65/100g,False,,,
